word,pos,pronunciation,meaning_cn,difficulty,tags,examples
myth,n,/mɪθ/,神话,4,高频|六级, Greek myths are fascinating.
nail,n/v,/neɪl/,指甲、指甲、钉,3,高频|四级,She painted her nails red.
naked,adj,/ˈneɪkɪd/,赤裸的,4,高频|六级,The truth was laid naked.
narrow,adj,/ˈnæroʊ/,狭窄的,3,高频|四级,The street is very narrow.
nasty,adj,/ˈnɑːsti/,令人不快的,5,高频|六级,That was a nasty trick.
nation,n,/ˈneɪʃn/,国家、国家、民族,3,高频|四级,The nation celebrates its independence.
national,adj,/ˈnæʃnəl/,国家的,3,高频|四级,This is a national holiday.
native,adj/n,/ˈneɪtɪv/,本地的、本地的、本地人,4,高频|六级,English is her native language.
natural,adj,/ˈnætʃərəl/,自然的,3,高频|四级,She has natural beauty.
nature,n,/ˈneɪtʃər/,自然、自然、本性,3,高频|四级,We love nature.
navy,n/adj,/ˈneɪvi/,海军,5,高频|六级,He served in the navy.
near,adj/prep,/nɪər/,近的,1,高频|高考,The school is near my house.
nearby,adj/adv,/ˌnɪərˈbaɪ/,附近的,2,高频|四级,There's a restaurant nearby.
nearly,adv,/ˈnɪərli/,几乎,3,高频|四级,It's nearly midnight.
neat,adj,/niːt/,整洁的,3,高频|四级,Her desk is always neat.
necessary,adj,/ˈnesəseri/,必要的,3,高频|四级,Rest is necessary for health.
need,n/v,/niːd/,需要,1,高频|高考,I need your help.
needle,n,/ˈniːdl/,针,4,高频|六级,The needle is very thin.
negative,adj,/ˈneɡətɪv/,消极的、消极的、否定的,4,高频|六级,Don't be so negative.
neglect,v,/nɪˈɡlekt/,忽视,5,高频|六级,Don't neglect your health.
negotiate,v,/nɪˈɡoʊʃieɪt/,谈判,5,高频|六级|商务,We need to negotiate the price.
neighbor,n,/ˈneɪbər/,邻居,2,高频|四级,My neighbor is very friendly.
neither,adj/pron,/ˈnaɪðər/,两者都不,3,高频|四级,Neither answer is correct.
nephew,n,/ˈnefjuː/,侄子,3,高频|四级,My nephew is 5 years old.
nerve,n,/nɜːrv/,神经、神经、勇气,4,高频|六级,He lost his nerve before the exam.
nervous,adj,/ˈnɜːrvəs/,紧张的,3,高频|四级,She felt nervous before the interview.
net,n/adj,/net/,网、网、净的,3,高频|四级,The net weight is 500 grams.
network,n/v,/ˈnetwɜːrk/,网络,4,高频|六级,Build a strong network.
never,adv,/ˈnevər/,从不,1,高频|高考,Never give up.
new,adj,/nuː/,新的,1,高频|高考,She bought a new car.
news,n,/nuːz/,新闻,1,高频|高考,Did you hear the news?
newspaper,n,/ˈnuːzpeɪpər/,报纸,2,高频|四级,Read the newspaper every day.
next,adj/adv,/nekst/,下一个,1,高频|高考,See you next week.
nice,adj,/naɪs/,美好的,1,高频|高考,Have a nice day!
niece,n,/niːs/,侄女,3,高频|四级,My niece loves dancing.
night,n,/naɪt/,夜晚,1,高频|高考,Good night!
noble,adj/n,/ˈnoʊbl/,高尚的、高尚的、贵族,5,高频|六级,She has a noble heart.
nod,v/n,/nɒd/,点头,3,高频|四级,He nodded in agreement.
noise,n,/nɔɪz/,噪音,2,高频|四级,Don't make noise.
none,pron,/nʌn/,没有一个,3,高频|四级,None of them came.
nonsense,n,/ˈnɒnsens/,胡说,4,高频|六级,That's nonsense.
noon,n,/nuːn/,中午,2,高频|四级,We met at noon.
nor,conj,/nɔːr/,也不,3,高频|四级,Neither she nor I knew.
normal,adj,/ˈnɔːrml/,正常的,3,高频|四级,It's normal to feel nervous.
north,n/adj,/nɔːrθ/,北方,2,高频|四级,They traveled north.
nose,n,/noʊz/,鼻子,2,高频|四级,My nose is running.
note,n/v,/noʊt/,笔记,3,高频|四级,Take notes during the lecture.
nothing,pron,/ˈnʌθɪŋ/,没有什么,1,高频|高考,There's nothing to worry about.
notice,v/n,/ˈnoʊtɪs/,注意,3,高频|四级,Did you notice the change?
notify,v,/ˈnoʊtɪfaɪ/,通知,4,高频|六级,Please notify me of any updates.
notion,n,/ˈnoʊʃn/,观念,5,高频|六级|雅思,She has a strange notion about time.
novel,n/adj,/ˈnɒvl/,小说、小说、新颖的,4,高频|六级,She wrote a romantic novel.
now,adv,/naʊ/,现在,1,高频|高考,Do it now.
nowadays,adv,/ˈnaʊədeɪz/,如今、如今,3,高频,Nowadays  people use smartphones.
nowhere,adv,/ˈnoʊweər/,无处,3,高频|四级,He went nowhere special.
nuclear,adj,/ˈnuːkliər/,核能的,5,高频|六级,Nuclear energy is controversial.
nuisance,n,/ˈnuːsns/,讨厌的人,5,高频|六级,The noise is a real nuisance.
number,n/v,/ˈnʌmbər/,数字,2,高频|四级,What's your phone number?
numerous,adj,/ˈnuːmərəs/,众多的,5,高频|六级,There are numerous reasons.
nurse,n/v,/nɜːrs/,护士,2,高频|四级,She works as a nurse.
nut,n,/nʌt/,坚果,3,高频|四级,Eat nuts for a healthy snack.
obey,v,/oʊˈbeɪ/,服从,4,高频|六级,Obey the rules.
object,n/v,/ˈɒbdʒɪkt/,物体、物体、反对,4,高频|六级,She objected to the proposal.
objective,n/adj,/əbˈdʒektɪv/,目标、目标、客观的,5,高频|六级|雅思,Set clear objectives.
obligation,n,/ˌɒblɪˈɡeɪʃn/,义务,5,高频|六级|雅思,You have an obligation to pay taxes.
observe,v,/əbˈzɜːrv/,观察,4,高频|六级,Observe the changes carefully.
obstacle,n,/ˈɒbstəkl/,障碍,5,高频|六级,Overcome the obstacles.
obtain,v,/əbˈteɪn/,获得,4,高频|六级,He obtained a degree in law.
obvious,adj,/ˈɒbviəs/,明显的,3,高频|四级,The answer is obvious.
occasion,n,/əˈkeɪʒn/,场合,4,高频|六级,This is a special occasion.
occupy,v,/ˈɒkjupaɪ/,占据,4,高频|六级,The army occupied the city.
occur,v,/əˈkɜːr/,发生,4,高频|六级,The accident occurred last night.
ocean,n,/ˈoʊʃn/,海洋,3,高频|四级,The ocean is vast and deep.
odd,adj,/ɒd/,奇怪的,3,高频|四级,It's an odd coincidence.
offense,n,/əˈfens/,犯罪、犯罪、冒犯,5,高频|六级,Driving without a license is an offense.
offensive,adj,/əˈfensɪv/,冒犯的,5,高频|六级,His comments were offensive.
offer,v/n,/ˈɒfər/,提供,3,高频|四级,She offered me a job.
office,n,/ˈɒfɪs/,办公室,1,高频|高考,He works in an office.
officer,n,/ˈɒfɪsər/,军官、军官、官员,3,高频|四级,The police officer was kind.
official,adj/n,/əˈfɪʃl/,正式的、正式的、官员,4,高频|六级,The official announcement was made.
often,adv,/ˈɒfn/,经常,1,高频|高考,We often go hiking.
oil,n/v,/ɔɪl/,油,2,高频|四级,Olive oil is healthy.
okay,adj/adv,/oʊˈkeɪ/,好的,1,高频|高考,Are you okay?
old,adj,/oʊld/,年老的、年老的、旧的,1,高频|高考,She has an old friend.
once,adv,/wʌns/,一次,1,高频|高考,I went there once.
one,num,/wʌn/,一,1,高频|高考,One plus one equals two.
ongoing,adj,/ˈɒnɡoʊɪŋ/,进行中的,5,高频|六级,This is an ongoing project.
online,adj/adv,/ˌɒnˈlaɪn/,在线的,3,高频|四级,Shop online for convenience.
only,adv/adj,/ˈoʊnli/,仅仅,1,高频|高考,Only five people came.
onto,prep,/ˈɒntuː/,到...上,1,高频|高考,He jumped onto the platform.
open,adj/v,/ˈoʊpən/,打开,1,高频|高考,The store is open.
operate,v,/ˈɒpəreɪt/,操作,4,高频|六级,Operate the machine carefully.
opinion,n,/əˈpɪnjən/,意见、意见,3,高频,In my opinion  it's a good idea.
opportunity,n,/ˌɒpərˈtjuːnəti/,机会,3,高频|四级,Don't miss this opportunity.
oppose,v,/əˈpoʊz/,反对,4,高频|六级,She opposed the new law.
opposite,adj/n,/ˈɒpəzɪt/,相反的、相反的、对立面,3,高频|四级,He sat on the opposite side.
oppress,v,/əˈpres/,压迫,5,高频|六级,The people were oppressed.
option,n,/ˈɒpʃn/,选择,4,高频|六级,There are three options.
optional,adj,/ˈɒpʃənl/,可选的,4,高频|六级,The tour is optional.
oral,adj,/ˈɔːrəl/,口头的,4,高频|六级,She gave an oral presentation.
orange,n/adj,/ˈɒrɪndʒ/,橙子,2,高频|四级,Orange juice is refreshing.
orbit,n/v,/ˈɔːrbɪt/,轨道、轨道、环绕,5,高频|六级,The satellite is in orbit.
order,n/v,/ˈɔːrdər/,顺序、顺序、命令,1,高频|高考,Put them in order.
ordinary,adj,/ˈɔːrdneri/,普通的,3,高频|四级,It was an ordinary day.
organ,n,/ˈɔːrɡən/,器官,5,高频|六级,The heart is a vital organ.
organize,v,/ˈɔːrɡənaɪz/,组织,3,高频|四级,Organize your thoughts clearly.
origin,n,/ˈɒrɪdʒɪn/,起源,4,高频|六级,What is the origin of the word?
original,adj/n,/əˈrɪdʒənl/,原始的、原始的、原作,4,高频|六级,This is the original plan.
other,adj/pron,/ˈʌðər/,其他的,1,高频|高考,Do you have other questions?
otherwise,adv,/ˈʌðərwaɪz/,否则、否则,4,高频,Hurry up  otherwise we'll be late.
ought,v/aux,/ɔːt/,应该,4,高频|六级,You ought to apologize.
ours,pron,/ˈaʊərz/,我们的,2,高频|四级,This house is ours.
ourselves,pron,/ˌaʊərˈselvz/,我们自己,2,高频|四级,We did it ourselves.
out,adv,/aʊt/,在外,1,高频|高考,Go out and play.
outcome,n,/ˈaʊtkʌm/,结果,5,高频|六级,The outcome was unexpected.
outdoor,adj,/ˈaʊtdɔːr/,户外的,4,高频|六级,We love outdoor activities.
outline,n/v,/ˈaʊtlaɪn/,大纲、大纲、概述,4,高频|六级,Outline the main points.
output,n/v,/ˈaʊtpʊt/,产出,4,高频|六级,The factory's output doubled.
outrage,n/v,/ˈaʊtreɪdʒ/,愤慨,5,高频|六级,The decision caused public outrage.
outside,adv/n,/ˌaʊtˈsaɪd/,外面,1,高频|高考,Wait outside.
outstanding,adj,/aʊtˈstændɪŋ/,杰出的,4,高频|六级,She is an outstanding student.
oven,n,/ˈʌvn/,烤箱,3,高频|四级,Preheat the oven.
over,prep/adv,/ˈoʊvər/,在...上方,1,高频|高考,The plane flew over the city.
overall,adj,/ˌoʊvərˈɔːl/,总体的,4,高频|六级,The overall result is positive.
overcome,v,/ˌoʊvərˈkʌm/,克服,4,高频|六级,Overcome your fears.
overlook,v,/ˌoʊvərˈlʊk/,忽视、忽视、俯瞰,4,高频|六级,Don't overlook the details.
overnight,adv/adj,/ˌoʊvərˈnaɪt/,一夜之间,3,高频|四级,The town changed overnight.
overseas,adj/adv,/ˌoʊvərˈsiːz/,海外的,3,高频|四级,She studied overseas.
overtime,adv/n,/ˈoʊvərtaɪm/,超时、超时、加班,4,高频|六级,He worked overtime to finish the job.
owe,v,/oʊ/,欠、欠、感激,3,高频|四级,I owe you a favor.
own,adj/v,/oʊn/,自己的、自己的、拥有,1,高频|高考,This is my own car.
owner,n,/ˈoʊnər/,所有者,3,高频|四级,He is the owner of the company.
oxygen,n,/ˈɒksɪdʒən/,氧气,4,高频|六级,Plants produce oxygen.
pace,n/v,/peɪs/,步伐,3,高频|四级,Walk at a steady pace.
pack,v/n,/pæk/,打包,3,高频|四级,Pack your bags for the trip.
package,n/v,/ˈpækɪdʒ/,包裹,3,高频|四级|商务,The package arrived on time.
page,n,/peɪdʒ/,页,1,高频|高考,Turn to page 10.
pain,n,/peɪn/,痛苦,3,高频|四级,She felt a sharp pain.
paint,n/v,/peɪnt/,油漆、油漆、绘画,2,高频|四级,She paints beautiful pictures.
painter,n,/ˈpeɪntər/,画家、画家、油漆工,3,高频|四级,He is a famous painter.
painting,n,/ˈpeɪntɪŋ/,画,3,高频|四级,The painting is on the wall.
pair,n,/peər/,一对,1,高频|高考,I bought a pair of shoes.
palace,n,/ˈpæləs/,宫殿,3,高频|四级,The palace is open to visitors.
pale,adj,/peɪl/,苍白的,4,高频|六级,She turned pale with fear.
palm,n,/pɑːm/,手掌,4,高频|六级,He wiped his palm on his pants.
pan,n,/pæn/,平底锅,3,高频|四级,Heat the pan first.
panel,n,/ˈpænl/,面板,4,高频|六级,The panel discussed the issue.
panic,n/v,/ˈpænɪk/,恐慌,4,高频|六级,Don't panic.
pants,n,/pænts/,裤子,2,高频|四级,These pants are too tight.
paper,n,/ˈpeɪpər/,纸、纸、文件,1,高频|高考,Write it on paper.
parade,n/v,/pəˈreɪd/,游行,4,高频|六级,The parade was colorful.
paradise,n,/ˈpærədaɪs/,天堂,5,高频|六级,The island is a paradise.
paragraph,n,/ˈpærəɡrɑːf/,段落,3,高频|四级,Read the first paragraph.
parallel,adj,/ˈpærəlel/,平行的,5,高频|六级,Two parallel lines never meet.
pardon,n/v,/ˈpɑːrdn/,原谅,4,高频|六级,I beg your pardon.
parent,n,/ˈpeərənt/,父母,1,高频|高考,Her parents are teachers.
park,n/v,/pɑːrk/,公园、公园、停放,1,高频|高考,Let's go to the park.
parliament,n,/ˈpɑːrləmənt/,议会,5,高频|六级,Parliament passed the law.
part,n/v,/pɑːrt/,部分,1,高频|高考,This is the best part.
participate,v,/pɑːrˈtɪsɪpeɪt/,参与,4,高频|六级,Everyone can participate.
particular,adj,/pərˈtɪkjələr/,特定的,4,高频|六级,Are you looking for anything particular?
partly,adv,/ˈpɑːrtli/,部分地,4,高频|六级,The failure was partly due to bad luck.
partner,n,/ˈpɑːrtnər/,伙伴,3,高频|四级|商务,He is my business partner.
party,n,/ˈpɑːrti/,聚会、聚会、党派,1,高频|高考,We had a party last night.
pass,v/n,/pɑːs/,通过、通过、传递,1,高频|高考,She passed the exam.
passage,n,/ˈpæsɪdʒ/,通道、通道、段落,4,高频|六级,Read the passage carefully.
passenger,n,/ˈpæsɪndʒər/,乘客,3,高频|四级|旅行,The passenger got off the train.
passion,n,/ˈpæʃn/,热情,4,高频|六级,She has a passion for music.
passive,adj,/ˈpæsɪv/,被动的,5,高频|六级,He has a passive attitude.
passport,n,/ˈpɑːspɔːrt/,护照,2,高频|四级|旅行,Don't forget your passport.
past,adj/n,/pɑːst/,过去的,1,高频|高考,The past is gone.
paste,n/v,/peɪst/,粘贴、粘贴、浆糊,3,高频|四级,Paste the photo here.
path,n,/pɑːθ/,小路,3,高频|四级,Follow the path through the forest.
patience,n,/ˈpeɪʃns/,耐心,3,高频|四级,Patience is a virtue.
patient,n/adj,/ˈpeɪʃnt/,病人、病人、耐心的,3,高频|四级,The patient is recovering.
patrol,n/v,/pəˈtroʊl/,巡逻,5,高频|六级,The guard patrols at night.
pattern,n,/ˈpætərn/,模式,4,高频|六级,Follow the same pattern.
pause,v/n,/pɔːz/,暂停,3,高频|四级,He paused before answering.
pay,v/n,/peɪ/,支付,1,高频|高考,How much did you pay?
payment,n,/ˈpeɪmənt/,付款,4,高频|六级|商务,Make the payment by Friday.
peace,n,/piːs/,和平,3,高频|四级,World peace is everyone's wish.
peak,n,/piːk/,顶峰,4,高频|六级,The mountain peak is covered with snow.
peasant,n,/ˈpeznt/,农民,5,高频|六级,The peasants worked hard in the fields.
peer,n/v,/pɪər/,同龄人、同龄人、凝视,5,高频|六级,Children learn from their peers.
penalty,n,/ˈpenəlti/,处罚,5,高频|六级,He paid a heavy penalty.
pension,n,/ˈpenʃn/,养老金,5,高频|六级|商务,She lives on a pension.
people,n,/ˈpiːpl/,人们,1,高频|高考,People are friendly here.
pepper,n,/ˈpepər/,胡椒,3,高频|四级,Add some pepper to the soup.
per,prep,/pər/,每,3,高频|四级,The rent is $500 per month.
perceive,v,/pərˈsiːv/,察觉,5,高频|六级|雅思,How do you perceive the situation?
percent,n,/pərˈsent/,百分比,3,高频|四级,50 percent of students passed.
percentage,n,/pərˈsentɪdʒ/,百分率,4,高频|六级,The percentage of women in the workforce is rising.
perfect,adj,/ˈpɜːrfɪkt/,完美的,2,高频|四级,Her English is perfect.
perform,v,/pərˈfɔːrm/,表演、表演、执行,3,高频|四级,She performed well on stage.
perhaps,adv,/pərˈhæps/,也许,2,高频|四级,Perhaps it will rain.
period,n,/ˈpɪəriəd/,时期,3,高频|四级,The period was difficult.
permanent,adj,/ˈpɜːrmənənt/,永久的,4,高频|六级,He got a permanent job.
permission,n,/pərˈmɪʃn/,许可,3,高频|四级,Do I have your permission?
permit,v/n,/pərˈmɪt/,允许,4,高频|六级,Smoking is not permitted here.
person,n,/ˈpɜːrsn/,人,1,高频|高考,She is a kind person.
personal,adj,/ˈpɜːrsənl/,个人的,3,高频|四级,This is my personal opinion.
personality,n,/ˌpɜːrsəˈnæləti/,个性,4,高频|六级,She has a charming personality.
perspective,n,/pərˈspektɪv/,观点、观点,5,高频,From my perspective  it works.
persuade,v,/pərˈsweɪd/,说服,4,高频|六级,She persuaded him to join.
pet,n,/pet/,宠物,2,高频|四级,We have a pet dog.
phase,n,/feɪz/,阶段,4,高频|六级,The project is in its final phase.
phenomenon,n,/fɪˈnɒmɪnən/,现象,5,高频|六级|雅思,This is a natural phenomenon.
philosophy,n,/fəˈlɒsəfi/,哲学,5,高频|六级|雅思,She studies philosophy.
phone,n/v,/foʊn/,电话,1,高频|高考,Answer the phone.
photo,n,/ˈfoʊtoʊ/,照片,1,高频|高考,She took a photo.
phrase,n,/freɪz/,短语,3,高频|四级,Learn common English phrases.
physical,adj,/ˈfɪzɪkl/,身体的,4,高频|六级,Physical exercise is important.
physics,n,/ˈfɪzɪks/,物理,3,高频|四级,She is good at physics.
piano,n,/piˈænoʊ/,钢琴,2,高频|四级,She plays the piano.
pick,v,/pɪk/,挑选,2,高频|四级,Pick a number from 1 to 10.
picture,n,/ˈpɪktʃər/,图片,1,高频|高考,Take a picture.
piece,n,/piːs/,片,1,高频|高考,A piece of cake.
pig,n,/pɪɡ/,猪,2,高频|四级,The pig rolled in the mud.
pile,n/v,/paɪl/,堆,3,高频|四级,A pile of books is on the desk.
pill,n,/pɪl/,药丸,4,高频|六级,Take two pills a day.
pilot,n/v,/ˈpaɪlət/,飞行员,4,高频|六级,The pilot landed the plane safely.
pin,n/v,/pɪn/,别针,3,高频|四级,She pinned the badge to her shirt.
pinch,v/n,/pɪntʃ/,捏,4,高频|六级,Pinch the dough into small pieces.
pine,n,/paɪn/,松树,3,高频|四级,The pine trees are tall.
pink,adj/n,/pɪŋk/,粉色的,2,高频|四级,She wore a pink dress.
pioneer,n/v,/ˌpaɪəˈnɪər/,先锋,5,高频|六级,She is a pioneer in science.
pipe,n,/paɪp/,管道,4,高频|六级,The pipe is leaking.
place,n/v,/pleɪs/,地方、地方、放置,1,高频|高考,This is a nice place.
plain,adj/n,/pleɪn/,简单的、简单的、平原,4,高频|六级,The answer is plain and simple.
plan,n/v,/plæn/,计划,1,高频|高考,Make a plan first.
plane,n,/pleɪn/,飞机,1,高频|高考,The plane took off.
